name,gender,student_type,education_level,branch,study_hours,attend_hours,confidence,prefers_online_video,active_learner,sleep_hours,sleep_racing,exam_blank,overwhelm,friday_mood,self_doubt,workload_freq,goal_setting_freq,time_enough,puzzle_score,engagement,financial_stress,living_situation,phone_hours,friends_count,sgpa,atkt,has_internship,has_job,in_club,edtech_platforms,hobbies_count,social_interaction_freq,stress_base,motivation_base,social_base,digital_base,stress_level,learning_mode,at_risk_flag
Bhakti Shinde,Female,School,School,MBBS,5,15,5,1,1,8,Sometimes,0,1,Neutral,"No, I believe them",2,Always,4,3,4,Tight,PG,4,7,8.5,0,1,0,0,4,3,4,0.209,0.789,0.411,0.804,Low,Online,0
Siddharth Nair,Male,School,School,BCA,5,10,4,1,1,6,Never,0,1,Relieved,"No, I believe them",1,Sometimes,5,2,4,Financially Struggling,Hostel,4,3,8.5,0,0,0,0,4,3,3,0.0,0.732,0.277,0.989,Low,Online,0
Kajal Patel,Female,School,School,BCom,7,14,4,1,0,6,Often,0,2,Relieved,"No, I believe them",1,Rarely,3,3,3,Comfortable,Home,2,7,8.6,0,0,0,0,4,1,2,0.378,0.774,0.65,0.412,Medium,Offline,0
Devesh Patel,Male,School,School,Computer Engineering,6,10,4,0,1,8,Often,0,1,Tired but okay,Sometimes,2,Sometimes,3,4,4,Tight,Hostel,4,5,7.7,0,0,0,0,2,4,1,0.344,0.475,0.542,0.65,Low,Hybrid,0
Uday Shinde,Male,School,School,Computer Engineering,1,13,2,1,1,7,Always,1,3,Exhausted and drained,"Yes, I doubt them",4,Sometimes,1,2,5,Moderate,Relatives,3,1,5.8,0,0,1,0,4,3,4,0.652,0.254,0.747,0.353,High,Offline,1
Jyoti Gaikwad,Female,School,School,BA English Literature,5,14,3,0,1,7,Sometimes,0,2,Tired but okay,Sometimes,1,Always,3,1,4,Moderate,Home,3,7,6.2,0,0,0,0,2,1,3,0.254,0.81,0.552,0.036,Low,Hybrid,0
Jyoti Singh,Female,School,School,BCom,5,9,3,0,0,8,Never,0,1,Tired but okay,"No, I believe them",2,Sometimes,3,2,4,Moderate,Home,5,1,8.3,0,0,0,1,4,1,1,0.376,0.691,0.141,0.644,Medium,Hybrid,0
Uma Singh,Female,School,School,BA Psychology,5,14,4,1,1,6,Sometimes,0,1,Tired but okay,"No, I believe them",1,Always,4,4,3,Comfortable,Relatives,3,7,7.7,0,0,0,1,4,3,3,0.263,0.898,0.519,0.444,Low,Hybrid,0
Jay Mohite,Male,School,School,MBBS,1,10,2,0,1,5,Sometimes,1,4,Exhausted and drained,Sometimes,2,Sometimes,1,3,3,Comfortable,Home,7,6,4.7,1,0,1,0,3,3,2,0.78,0.222,0.738,0.443,Critical,Offline,1
Kajal More,Female,School,School,MBA,5,0,5,1,0,6,Sometimes,1,4,Neutral,"Yes, I doubt them",1,Rarely,2,3,2,Very Comfortable,Hostel,5,4,7.8,0,0,0,0,4,3,4,0.73,0.073,0.271,0.666,High,Online,1
Yash Patil,Male,School,School,BA English Literature,4,3,3,0,1,5,Sometimes,1,4,Exhausted and drained,Sometimes,2,Never,1,3,2,Tight,PG,5,6,8.6,0,0,1,0,2,4,2,0.579,0.276,0.547,0.147,High,Hybrid,0
Priya Joshi,Female,School,School,BA English Literature,5,14,4,1,0,5,Often,0,2,Tired but okay,Sometimes,2,Always,3,3,4,Moderate,Home,6,8,5.0,1,0,0,0,3,1,1,0.498,0.199,0.715,0.248,Medium,Offline,1
Vidya Joshi,Female,School,School,Electronics & TC,2,10,1,1,0,4,Often,0,2,Exhausted and drained,"No, I believe them",4,Never,2,3,3,Moderate,Hostel,6,3,5.1,0,0,0,1,2,4,1,0.527,0.217,0.265,0.731,Medium,Online,0
Vidya Gaikwad,Female,School,School,B.Sc Nursing,4,13,5,0,1,8,Sometimes,0,3,Energised,"No, I believe them",2,Often,3,4,5,Financially Struggling,Hostel,3,4,7.7,0,0,0,0,2,2,4,0.439,0.626,0.477,0.39,Medium,Hybrid,0
Siddharth Pawar,Male,School,School,Electronics & TC,5,8,2,1,1,6,Always,1,3,Tired but okay,"Yes, I doubt them",4,Always,1,4,2,Moderate,Home,3,7,6.6,0,0,0,0,1,1,3,0.9,0.446,0.738,0.562,Critical,Hybrid,0
Nikhil Joshi,Male,School,School,BA Psychology,2,12,2,1,1,6,Never,1,3,Relieved,"Yes, I doubt them",2,Sometimes,1,3,3,Moderate,Hostel,4,10,6.5,0,0,0,0,4,1,1,0.732,0.4,0.534,0.897,High,Hybrid,0
Vedant More,Male,School,School,MSc Data Science,5,9,4,0,1,8,Never,0,1,Neutral,"No, I believe them",2,Often,3,3,3,Very Comfortable,Hostel,3,8,7.2,0,0,0,0,4,4,4,0.336,0.888,0.768,0.495,Low,Offline,0
Siddharth Kulkarni,Male,School,School,Mechanical Engineering,6,16,2,1,1,4,Sometimes,1,4,Neutral,Sometimes,4,Never,2,3,1,Moderate,Relatives,2,4,4.1,0,0,0,0,3,1,2,0.615,0.259,0.818,0.306,High,Offline,1
Gaurav Sawant,Male,School,School,BA English Literature,6,22,4,1,1,7,Sometimes,0,1,Relieved,"No, I believe them",1,Often,4,4,3,Tight,Hostel,3,7,5.4,0,0,0,0,3,3,1,0.12,0.833,0.393,0.728,Low,Online,0
Tanmay Pawar,Male,School,School,MBA,4,13,3,1,1,5,Sometimes,0,2,Neutral,"No, I believe them",2,Always,4,2,4,Tight,Home,3,8,6.2,0,0,0,0,2,3,4,0.293,0.807,1.0,0.471,Low,Offline,0
Aishwarya Verma,Female,School,School,BCom,4,8,1,0,1,8,Sometimes,1,4,Neutral,Sometimes,4,Never,1,1,4,Very Comfortable,Home,5,3,5.4,0,0,0,1,1,4,3,0.89,0.51,0.351,0.714,Critical,Online,0
Nikhil Patel,Male,School,School,MSc Data Science,5,10,5,1,0,8,Sometimes,0,2,Relieved,"No, I believe them",2,Sometimes,4,5,4,Tight,Hostel,4,8,9.9,0,0,0,0,2,1,4,0.115,0.545,0.584,0.543,Low,Hybrid,0
Yash Kumar,Male,School,School,Civil Engineering,5,14,1,0,1,5,Often,1,4,Exhausted and drained,"Yes, I doubt them",2,Sometimes,2,3,2,Moderate,Hostel,7,7,6.2,0,0,0,0,4,4,1,0.725,0.146,0.624,0.228,High,Offline,1
Yash Joshi,Male,School,School,Mechanical Engineering,4,14,5,1,1,7,Often,0,1,Tired but okay,Sometimes,2,Often,5,3,4,Financially Struggling,Home,1,3,7.3,0,0,0,0,1,3,4,0.132,0.806,0.353,0.729,Low,Online,0
Harsh Salunkhe,Male,School,School,BA English Literature,4,10,3,0,0,7,Sometimes,0,2,Energised,Sometimes,3,Sometimes,3,2,5,Tight,Home,6,10,4.5,0,0,1,1,4,3,1,0.473,0.367,0.441,0.517,Medium,Hybrid,0
Divya Deshmukh,Female,School,School,MBBS,4,8,3,0,1,6,Often,1,4,Energised,"Yes, I doubt them",3,Sometimes,1,2,3,Moderate,Home,6,7,7.2,0,0,0,0,4,3,3,0.649,0.697,0.726,0.363,High,Offline,0
Aishwarya Kumar,Female,School,School,BCom,5,11,2,1,0,6,Always,1,5,Tired but okay,Sometimes,4,Rarely,1,2,2,Tight,Hostel,3,7,5.0,1,1,0,0,1,3,2,0.804,0.475,0.687,0.362,Critical,Offline,1
Parth Sharma,Male,School,School,Civil Engineering,5,4,2,0,0,5,Often,1,4,Exhausted and drained,"Yes, I doubt them",3,Rarely,1,3,3,Very Comfortable,Relatives,5,8,4.8,0,0,0,1,1,2,2,0.728,0.651,0.562,0.113,High,Hybrid,1
Gaurav More,Male,School,School,BA Psychology,2,10,3,0,0,6,Often,1,4,Exhausted and drained,"Yes, I doubt them",4,Never,2,3,3,Comfortable,PG,4,6,4.9,1,0,0,0,4,1,1,0.715,0.527,0.409,0.818,High,Online,1
Manish Patil,Male,School,School,BA Psychology,4,19,2,0,1,6,Sometimes,1,3,Energised,Sometimes,3,Sometimes,3,3,2,Tight,Home,4,0,5.5,0,0,1,0,2,2,3,0.669,0.381,0.318,0.862,High,Online,0
Meera Shah,Female,School,School,BA Psychology,6,19,3,0,0,7,Often,0,1,Neutral,"No, I believe them",1,Always,3,2,4,Moderate,Hostel,2,0,7.8,0,0,0,0,2,3,3,0.341,0.389,0.336,0.752,Low,Online,0
Jyoti Kulkarni,Female,School,School,MSc Data Science,4,11,2,1,0,5,Sometimes,1,4,Tired but okay,Sometimes,4,Rarely,1,2,4,Moderate,Home,6,4,4.0,0,0,0,0,2,3,1,0.92,0.205,0.072,0.731,Critical,Online,1
Vivek Deshmukh,Male,School,School,MSc Data Science,2,13,5,1,0,7,Always,0,1,Relieved,"No, I believe them",3,Often,4,4,5,Tight,Hostel,2,9,7.2,0,0,0,1,1,4,3,0.205,0.694,0.433,0.661,Low,Online,0
Chinmay Kumar,Male,School,School,BA English Literature,5,15,3,0,1,7,Never,0,2,Exhausted and drained,"No, I believe them",3,Often,3,2,3,Tight,Home,4,3,8.0,0,0,0,0,2,2,2,0.424,0.874,0.274,0.596,Medium,Hybrid,0
Gauri Patil,Female,School,School,BA Psychology,8,6,2,1,0,6,Always,1,5,Tired but okay,Sometimes,4,Sometimes,1,3,3,Moderate,Hostel,6,9,7.3,0,0,1,1,1,2,1,0.918,0.402,0.616,0.211,Critical,Offline,0
Ishita Pawar,Female,School,School,BCom,6,15,3,1,0,8,Always,1,3,Relieved,Sometimes,3,Never,1,4,3,Moderate,Hostel,4,9,7.5,0,0,0,0,4,3,4,0.61,0.49,0.53,0.777,High,Hybrid,0
Aniket Jadhav,Male,Postgraduate,Postgraduate,Mechanical Engineering,4,10,3,0,1,6,Sometimes,0,1,Neutral,"Yes, I doubt them",1,Rarely,4,3,5,Moderate,Home,1,6,8.8,0,0,0,0,1,2,2,0.155,0.619,0.28,0.528,Low,Hybrid,0
Chaitali Patil,Female,Postgraduate,Postgraduate,Computer Engineering,5,15,5,1,1,4,Often,0,2,Exhausted and drained,Sometimes,2,Never,2,2,3,Comfortable,Home,6,6,6.3,0,0,0,0,4,1,2,0.527,0.564,0.568,0.15,Medium,Hybrid,0
Madhuri Gaikwad,Female,Postgraduate,Postgraduate,BCom,7,17,3,1,1,8,Never,0,1,Energised,"Yes, I doubt them",2,Often,3,2,5,Comfortable,Home,2,9,9.1,0,1,0,0,4,2,4,0.204,0.799,0.804,0.44,Low,Offline,0
Bhushan Mohite,Male,Postgraduate,Postgraduate,MBBS,5,14,4,0,0,8,Always,0,1,Relieved,"No, I believe them",1,Sometimes,3,2,3,Comfortable,Hostel,4,6,8.6,0,1,0,1,2,3,2,0.275,0.712,0.464,0.854,Low,Hybrid,0
Nikhil Deshmukh,Male,Postgraduate,Postgraduate,BA Psychology,4,14,3,1,0,7,Sometimes,0,1,Energised,"No, I believe them",1,Always,4,3,4,Tight,Home,3,3,7.7,0,0,0,0,1,2,2,0.259,0.885,0.229,0.778,Low,Online,0
Neha Kale,Female,Postgraduate,Postgraduate,Electronics & TC,1,8,2,0,1,6,Often,1,3,Neutral,Sometimes,4,Sometimes,1,3,3,Comfortable,Hostel,7,0,5.0,0,0,0,0,2,1,4,0.649,0.322,0.383,0.821,High,Online,0
Uma Bhosale,Female,Postgraduate,Postgraduate,MBBS,5,22,4,0,0,5,Sometimes,0,1,Relieved,"No, I believe them",3,Sometimes,4,4,3,Moderate,PG,0,2,8.1,0,1,1,0,1,2,2,0.142,0.764,0.095,0.666,Low,Online,0
Lavanya Jadhav,Female,Postgraduate,Postgraduate,MBA,5,15,4,0,1,7,Never,0,3,Neutral,Sometimes,3,Sometimes,3,3,5,Comfortable,Home,2,2,6.0,0,0,0,0,2,4,2,0.434,0.455,0.214,0.479,Medium,Hybrid,0
Harsh Kale,Male,Postgraduate,Postgraduate,BA Psychology,6,18,5,1,1,5,Always,0,1,Energised,"No, I believe them",1,Rarely,4,5,4,Financially Struggling,PG,4,6,6.9,0,1,0,0,4,2,4,0.114,0.531,0.486,0.34,Low,Hybrid,0
Yash Gaikwad,Male,Postgraduate,Postgraduate,BA Psychology,1,7,3,0,0,6,Sometimes,1,3,Tired but okay,Sometimes,3,Sometimes,2,1,3,Tight,PG,5,0,6.3,0,0,0,0,3,4,1,0.653,0.603,0.123,0.55,High,Hybrid,0
Yogita Joshi,Female,Postgraduate,Postgraduate,BCom,3,10,1,0,1,7,Sometimes,0,2,Exhausted and drained,"No, I believe them",3,Sometimes,2,4,3,Comfortable,Home,5,9,5.0,0,0,0,0,3,1,2,0.472,0.34,0.43,0.764,Medium,Online,0
Nikhil Mehta,Male,Postgraduate,Postgraduate,Mechanical Engineering,2,10,2,0,1,6,Often,1,4,Tired but okay,"Yes, I doubt them",3,Never,1,2,1,Very Comfortable,Home,5,2,6.2,0,0,1,0,3,1,1,0.747,0.343,0.054,0.664,High,Online,0
Parth Pawar,Male,Postgraduate,Postgraduate,B.Sc Nursing,5,8,2,1,1,7,Always,0,2,Relieved,Sometimes,4,Never,2,2,3,Tight,Hostel,6,7,4.9,0,0,0,0,3,3,1,0.547,0.307,0.666,0.298,Medium,Offline,0
Tanmay Nair,Male,Postgraduate,Postgraduate,BCom,3,13,4,0,0,9,Never,0,1,Relieved,Sometimes,1,Often,4,2,4,Moderate,Hostel,1,9,8.9,0,0,0,1,2,4,4,0.267,0.498,0.915,0.398,Low,Offline,0
Parth Patil,Male,Postgraduate,Postgraduate,MSc Data Science,1,10,3,0,1,6,Always,1,3,Exhausted and drained,"No, I believe them",4,Rarely,2,2,2,Moderate,Hostel,5,7,7.0,0,0,0,0,3,1,1,0.645,0.499,0.514,0.638,High,Hybrid,0
Bhavna Sharma,Female,Postgraduate,Postgraduate,Electronics & TC,7,23,4,1,1,7,Often,0,3,Energised,"Yes, I doubt them",2,Rarely,2,2,2,Comfortable,Relatives,3,0,8.2,0,0,0,1,2,1,2,0.546,0.673,0.347,0.678,Medium,Online,0
Ishaan Salunkhe,Male,Postgraduate,Postgraduate,BCA,5,5,2,0,0,5,Often,1,3,Tired but okay,"Yes, I doubt them",3,Often,2,2,2,Moderate,Relatives,2,5,6.2,0,1,0,0,4,2,2,0.588,0.553,0.293,1.0,High,Online,0
Vidya Joshi,Female,Postgraduate,Postgraduate,MBA,4,11,3,0,1,6,Always,1,4,Tired but okay,"Yes, I doubt them",4,Rarely,1,2,1,Tight,Hostel,5,4,4.0,1,0,0,0,4,4,1,0.776,0.242,0.0,0.716,Critical,Online,1
Meera Deshpande,Female,Postgraduate,Postgraduate,MBA,3,8,3,0,1,6,Often,0,2,Relieved,"No, I believe them",3,Never,3,3,2,Moderate,Home,5,7,6.8,0,0,0,0,1,4,3,0.538,0.301,0.763,0.258,Medium,Offline,0
Sneha Salunkhe,Female,Postgraduate,Postgraduate,Computer Engineering,6,22,5,0,1,8,Always,1,4,Energised,"Yes, I doubt them",3,Never,2,3,4,Moderate,PG,3,1,5.8,0,0,0,0,2,3,4,0.675,0.542,0.297,0.565,High,Hybrid,0
Vivek Singh,Male,Postgraduate,Postgraduate,Civil Engineering,5,9,4,0,1,8,Often,0,1,Neutral,"Yes, I doubt them",1,Always,4,4,4,Comfortable,Hostel,3,4,6.5,0,0,1,0,2,4,4,0.154,0.761,0.324,0.846,Low,Online,0
Aarav Sharma,Male,Postgraduate,Postgraduate,Computer Engineering,3,10,2,1,1,5,Never,1,3,Neutral,Sometimes,2,Rarely,1,2,3,Comfortable,Home,4,5,4.0,1,0,0,0,1,4,2,0.754,0.563,0.454,0.791,Critical,Hybrid,1
Ishaan Pawar,Male,Postgraduate,Postgraduate,Mechanical Engineering,7,12,3,1,0,4,Never,1,3,Neutral,"No, I believe them",1,Never,2,3,3,Moderate,Home,5,10,6.9,0,0,0,0,2,2,2,0.585,0.853,0.597,0.809,High,Hybrid,0
Kajal Shah,Female,Postgraduate,Postgraduate,BCA,6,14,4,0,0,7,Never,0,1,Neutral,Sometimes,1,Sometimes,5,4,4,Very Comfortable,Hostel,4,3,7.7,0,1,0,1,3,3,4,0.039,0.761,0.308,0.767,Low,Online,0
Sachin Joshi,Male,Postgraduate,Postgraduate,Mechanical Engineering,4,5,4,0,0,7,Always,0,1,Energised,Sometimes,4,Often,3,3,5,Financially Struggling,Hostel,4,7,7.2,0,0,0,0,3,2,3,0.399,0.965,0.506,0.764,Medium,Hybrid,0
Sachin Mehta,Male,Postgraduate,Postgraduate,Electronics & TC,5,7,3,0,1,6,Often,1,4,Neutral,"Yes, I doubt them",1,Sometimes,1,3,3,Comfortable,Home,5,5,6.2,0,0,0,1,2,3,3,0.635,0.449,0.493,0.628,High,Hybrid,0
Harshada Patel,Female,Postgraduate,Postgraduate,B.Sc Nursing,6,8,3,1,1,9,Never,0,2,Neutral,"No, I believe them",3,Often,3,4,3,Financially Struggling,Hostel,5,4,7.3,0,0,1,0,3,3,4,0.418,0.616,0.225,0.554,Medium,Hybrid,0
Vidya Singh,Other,Postgraduate,Postgraduate,BA English Literature,4,15,3,0,1,7,Sometimes,0,1,Tired but okay,"No, I believe them",1,Often,4,1,5,Financially Struggling,Home,1,1,6.1,0,0,0,1,2,2,4,0.179,0.852,0.343,0.957,Low,Online,0
Siddharth Patel,Male,Postgraduate,Postgraduate,BCA,2,10,3,0,1,7,Often,1,5,Energised,"Yes, I doubt them",4,Rarely,1,3,2,Financially Struggling,Home,6,1,4.5,1,0,0,0,4,2,2,1.0,0.407,0.254,1.0,Critical,Online,1
Aishwarya Salunkhe,Female,Postgraduate,Postgraduate,BCA,5,15,2,0,1,7,Never,0,1,Neutral,"No, I believe them",2,Often,4,3,4,Very Comfortable,Home,1,5,8.0,0,0,0,1,1,3,4,0.076,0.888,0.275,0.56,Low,Hybrid,0
Tanmay Mehta,Male,Postgraduate,Postgraduate,Electronics & TC,3,2,3,0,0,6,Sometimes,1,3,Energised,"Yes, I doubt them",4,Always,2,3,3,Tight,PG,4,11,5.6,0,0,0,0,3,1,4,0.646,0.367,0.659,0.259,High,Offline,0
Farhan Kale,Male,Postgraduate,Postgraduate,BCA,2,13,5,1,1,6,Sometimes,0,1,Neutral,"No, I believe them",2,Sometimes,4,3,4,Moderate,Relatives,2,6,6.3,0,0,1,0,4,4,4,0.236,0.768,0.611,0.433,Low,Offline,0
Jay Mane,Male,Postgraduate,Postgraduate,Civil Engineering,4,14,4,0,1,8,Often,0,1,Relieved,"No, I believe them",3,Always,4,2,2,Tight,Home,2,7,7.8,0,0,0,0,3,2,3,0.278,0.706,0.503,0.721,Low,Hybrid,0
Aditi Shinde,Female,Postgraduate,Postgraduate,B.Sc Nursing,3,10,2,1,0,7,Always,1,4,Exhausted and drained,"Yes, I doubt them",4,Never,1,2,3,Comfortable,Relatives,3,7,4.5,0,0,0,1,1,2,2,0.705,0.342,0.68,0.347,High,Offline,1
Chaitali Verma,Female,Postgraduate,Postgraduate,BCA,4,9,3,0,1,5,Sometimes,1,3,Exhausted and drained,Sometimes,3,Sometimes,2,2,3,Comfortable,Home,5,0,7.4,0,0,1,0,1,1,1,0.654,0.477,0.203,0.539,High,Hybrid,0
Aishwarya Mane,Female,Postgraduate,Postgraduate,BA English Literature,6,10,3,0,1,7,Sometimes,0,1,Neutral,"No, I believe them",4,Always,5,1,4,Financially Struggling,Hostel,6,2,8.1,0,0,1,0,3,1,2,0.105,0.768,0.297,0.754,Low,Online,0
Chinmay Deshmukh,Male,Postgraduate,Postgraduate,B.Sc Nursing,4,10,5,0,1,5,Always,0,2,Neutral,Sometimes,3,Often,3,5,5,Tight,Hostel,6,1,5.8,0,0,1,0,3,1,2,0.406,0.024,0.395,0.771,Medium,Online,0
Sachin Joshi,Male,Postgraduate,Postgraduate,BCom,4,14,4,1,1,6,Often,1,3,Energised,"No, I believe them",4,Often,2,2,2,Financially Struggling,Hostel,4,0,6.2,0,0,0,1,1,2,1,0.671,0.054,0.296,1.0,High,Online,1
Kunal Shinde,Male,Postgraduate,Postgraduate,Mechanical Engineering,3,3,2,1,0,6,Always,1,3,Neutral,"Yes, I doubt them",4,Never,1,4,3,Financially Struggling,Home,5,5,5.3,1,0,0,0,4,1,1,0.655,0.44,0.183,0.93,High,Online,1
Kajal Bhosale,Female,Postgraduate,Postgraduate,MSc Data Science,4,16,3,0,1,6,Sometimes,0,3,Neutral,"No, I believe them",3,Sometimes,3,2,3,Moderate,Hostel,0,8,7.0,0,0,0,1,1,3,4,0.237,0.414,0.867,0.166,Low,Offline,0
Meera Pawar,Female,Postgraduate,Postgraduate,BCom,3,8,2,1,1,6,Often,0,2,Energised,"No, I believe them",1,Rarely,3,1,3,Moderate,PG,3,6,8.7,0,0,0,0,2,2,2,0.336,0.629,0.442,0.603,Low,Hybrid,0
Chinmay Salunkhe,Male,Postgraduate,Postgraduate,MSc Data Science,4,12,4,0,1,7,Sometimes,0,1,Tired but okay,"No, I believe them",3,Often,4,2,4,Moderate,Home,2,5,6.5,0,0,0,0,4,2,3,0.21,0.601,0.245,0.652,Low,Online,0
Vivek Pawar,Male,Postgraduate,Postgraduate,BCA,3,22,3,0,1,6,Sometimes,0,1,Energised,"No, I believe them",3,Often,4,1,4,Comfortable,PG,0,6,7.3,0,0,0,1,4,3,2,0.0,0.909,0.751,0.125,Low,Offline,0
Waqar Salunkhe,Male,Postgraduate,Postgraduate,MSc Data Science,6,10,1,0,1,5,Never,1,4,Exhausted and drained,Sometimes,4,Never,1,5,2,Financially Struggling,Home,7,5,5.1,0,0,0,0,4,3,3,0.801,0.164,0.812,0.356,Critical,Offline,1
Swati Shinde,Female,Postgraduate,Postgraduate,Mechanical Engineering,5,11,4,0,1,5,Always,0,2,Neutral,"No, I believe them",4,Rarely,3,3,2,Financially Struggling,Home,4,5,8.8,0,1,0,0,4,2,2,0.376,0.687,0.839,0.411,Medium,Offline,0
Manish Salunkhe,Male,Postgraduate,Postgraduate,B.Sc Nursing,6,11,3,0,0,7,Never,0,1,Relieved,"No, I believe them",2,Always,3,4,5,Tight,Hostel,0,10,7.9,0,0,0,0,1,1,4,0.171,0.801,0.675,0.527,Low,Hybrid,0
Riya Bhosale,Female,Postgraduate,Postgraduate,Mechanical Engineering,5,13,2,1,1,7,Never,0,2,Neutral,"No, I believe them",2,Often,2,4,4,Moderate,Home,2,0,5.6,0,0,1,1,2,4,2,0.452,0.516,0.35,0.518,Medium,Hybrid,0
Rahul Shah,Male,Postgraduate,Postgraduate,Computer Engineering,8,12,5,0,0,7,Often,0,3,Energised,"No, I believe them",1,Often,3,3,3,Comfortable,Hostel,1,10,7.6,0,0,0,1,2,2,2,0.429,0.682,0.74,0.283,Medium,Offline,0
Vedant Nair,Male,Postgraduate,Postgraduate,Computer Engineering,5,7,4,0,1,6,Always,1,5,Exhausted and drained,"Yes, I doubt them",4,Often,2,3,4,Comfortable,Hostel,5,8,4.5,0,1,0,0,3,2,1,0.796,0.4,0.753,0.027,Critical,Offline,1
Akash Pawar,Male,Postgraduate,Postgraduate,B.Sc Nursing,4,17,4,0,1,6,Never,0,2,Tired but okay,"No, I believe them",1,Sometimes,3,3,3,Moderate,Relatives,4,4,7.7,0,0,1,1,4,2,2,0.215,0.58,0.356,0.815,Low,Online,0
Gauri Kumar,Female,Postgraduate,Postgraduate,Civil Engineering,4,13,2,0,1,4,Sometimes,0,3,Exhausted and drained,"No, I believe them",3,Never,3,4,4,Moderate,Home,7,5,5.4,0,1,0,0,1,3,3,0.483,0.305,0.509,0.268,Medium,Hybrid,0
Harshada Mane,Female,Postgraduate,Postgraduate,BCA,5,11,3,0,1,8,Often,0,3,Exhausted and drained,"No, I believe them",2,Sometimes,2,1,2,Comfortable,PG,5,1,5.6,0,0,0,0,3,3,4,0.521,0.727,0.379,0.728,Medium,Online,0
Bhushan Patel,Male,Postgraduate,Postgraduate,Civil Engineering,3,15,4,0,1,5,Often,0,1,Neutral,"No, I believe them",1,Often,5,3,4,Tight,Hostel,4,9,8.5,0,1,0,1,3,2,3,0.055,0.636,0.725,0.216,Low,Offline,0
Harsh Deshpande,Male,Postgraduate,Postgraduate,BA English Literature,3,16,3,0,1,5,Always,1,3,Relieved,"No, I believe them",3,Often,3,5,3,Financially Struggling,Home,6,8,7.0,0,0,1,1,2,1,2,0.588,0.4,0.58,0.548,High,Hybrid,0
Farhan Joshi,Male,Postgraduate,Postgraduate,BA English Literature,5,14,3,0,0,8,Sometimes,0,1,Energised,Sometimes,2,Often,4,3,5,Moderate,Hostel,4,1,8.1,0,1,1,1,1,4,4,0.307,0.808,0.295,1.0,Low,Online,0
Meera Nair,Female,Postgraduate,Postgraduate,MBA,7,21,4,0,1,8,Never,0,1,Energised,"No, I believe them",4,Sometimes,3,3,4,Moderate,Home,3,2,7.2,0,0,1,0,2,3,3,0.184,0.508,0.216,0.55,Low,Hybrid,0
Akash Mane,Male,Postgraduate,Postgraduate,BA English Literature,4,13,2,0,1,6,Often,1,4,Energised,Sometimes,4,Never,1,3,2,Moderate,Hostel,5,6,4.9,1,0,0,0,3,3,2,0.762,0.414,0.626,0.219,Critical,Offline,1
Harsh Patil,Male,Postgraduate,Postgraduate,MSc Data Science,3,14,1,1,0,6,Sometimes,1,4,Exhausted and drained,Sometimes,2,Sometimes,1,4,2,Comfortable,Home,4,2,4.5,0,0,0,1,3,1,1,0.809,0.751,0.221,0.83,Critical,Online,1
Aditi Kale,Female,Postgraduate,Postgraduate,BCA,7,12,5,0,0,8,Never,0,1,Tired but okay,"No, I believe them",1,Never,5,3,3,Moderate,Relatives,2,4,7.8,0,0,0,1,4,4,2,0.283,0.722,0.536,0.382,Low,Hybrid,0
Farhan Patel,Male,Postgraduate,Postgraduate,BCA,6,13,4,0,1,7,Never,0,1,Exhausted and drained,Sometimes,2,Always,4,2,4,Comfortable,Hostel,4,3,7.3,0,0,0,0,4,4,2,0.128,0.863,0.264,0.757,Low,Online,0
Yash Patel,Male,Postgraduate,Postgraduate,MBA,5,12,2,0,1,5,Always,1,5,Energised,"Yes, I doubt them",4,Never,1,1,4,Tight,PG,5,0,5.6,0,0,0,1,2,2,3,0.934,0.267,0.234,0.619,Critical,Hybrid,1
Meera Deshmukh,Other,Postgraduate,Postgraduate,Civil Engineering,5,6,3,0,1,5,Often,1,3,Exhausted and drained,Sometimes,3,Rarely,2,5,3,Moderate,Hostel,3,3,5.2,1,0,0,1,3,3,1,0.558,0.57,0.327,0.726,High,Online,1
Arjun Singh,Male,Postgraduate,Postgraduate,BA Psychology,5,12,4,1,0,8,Always,0,2,Tired but okay,Sometimes,4,Sometimes,2,4,2,Comfortable,Home,3,5,8.6,0,1,0,0,3,3,3,0.445,0.654,0.091,1.0,Medium,Online,0
Harshada Verma,Female,Postgraduate,Postgraduate,BA English Literature,3,8,2,1,1,8,Sometimes,1,3,Tired but okay,Sometimes,1,Always,2,3,2,Tight,PG,8,0,7.1,0,1,0,1,3,3,1,0.628,0.185,0.279,0.705,High,Online,0
Yash Pawar,Male,Postgraduate,Postgraduate,Computer Engineering,3,3,3,0,0,4,Always,1,4,Relieved,Sometimes,3,Rarely,1,5,3,Moderate,Home,5,10,6.7,0,0,0,0,1,2,3,0.798,0.419,0.579,0.154,Critical,Hybrid,0
Ananya Kumar,Female,Postgraduate,Postgraduate,MBA,3,11,2,1,1,5,Often,1,3,Tired but okay,"Yes, I doubt them",3,Rarely,2,2,3,Moderate,Home,1,7,6.5,0,0,0,1,2,1,2,0.601,0.186,0.709,0.474,High,Offline,0
Jyoti Kumar,Female,Postgraduate,Postgraduate,MSc Data Science,3,12,3,1,0,6,Sometimes,1,3,Tired but okay,"No, I believe them",3,Never,3,3,2,Tight,Home,2,9,4.9,0,0,0,1,1,1,1,0.618,0.259,0.55,0.889,High,Hybrid,1
